gene	locus_tag	start	end	length_bp
sigY	BSU_38700	3970312	3970848	537
yxlA	BSU_38710	3971060	3972433	1374
nnrA	BSU_38720	3972448	3973278	831
cydD	BSU_38730	3973364	3975091	1728
cydC	BSU_38740	3975088	3976791	1704
cydB	BSU_38750	3976791	3977807	1017
cydA	BSU_38760	3977791	3979197	1407
cimH	BSU_38770	3979753	3981105	1353
yxkI	BSU_38780	3981227	3982915	1689
yxzE	BSU_38790	3982973	3983173	201
yxkH	BSU_38800	3983187	3984026	840
msmX	BSU_38810	3984133	3985230	1098
yxkF	BSU_38820	3985351	3986244	894
aldY	BSU_38830	3986428	3987885	1458
gdnE	BSU_38840	3987927	3988763	837
yxkC	BSU_38850	3989331	3989873	543
galE	BSU_38860	3989948	3990967	1020
yxkA	BSU_38870	3991082	3991588	507
yxjO	BSU_38880	3991718	3992593	876
yxjN	BSU_38890	3992671	3993144	474
yxjM	BSU_38900	3993162	3994382	1221
yxjL	BSU_38910	3994369	3995025	657
pepT	BSU_38920	3995075	3996307	1233
yxjJ	BSU_38930	3996829	3997092	264
yxjI	BSU_38940	3997221	3997709	489
yxjH	BSU_38950	3997964	3999097	1134
yxjG	BSU_38960	3999350	4000486	1137
yxjF	BSU_38970	4000539	4001312	774
scoB	BSU_38980	4001329	4001979	651
scoA	BSU_38990	4001976	4002692	717
yxjC	BSU_39000	4002716	4004134	1419
rlmA	BSU_39010	4004288	4005136	849
nupG	BSU_39020	4005752	4006945	1194
yxiS	BSU_39040	4007803	4008093	291
katE	BSU_39050	4008143	4010203	2061
citH	BSU_39060	4010404	4011684	1281
bglS	BSU_39070	4011842	4012570	729
licT	BSU_39080	4012866	4013699	834
yxiP	BSU_39090	4013795	4014475	681
yxiO	BSU_39100	4014682	4015968	1287
deaD	BSU_39110	4015987	4017426	1440
yxiM	BSU_39120	4017508	4018656	1149
yxzJ	BSU_39139	4019005	4019136	132
yxiK	BSU_39140	4019148	4019609	462
yxiJ	BSU_39150	4019625	4019921	297
yxiI	BSU_39160	4019949	4020437	489
yxzG	BSU_39170	4020455	4020907	453
yxiH	BSU_39180	4020977	4021306	330
yxiG	BSU_39190	4021429	4021845	417
yxzC	BSU_39200	4021896	4022264	369
yxiF	BSU_39210	4022258	4022728	471
wapI	BSU_39220	4023054	4023482	429
wapA	BSU_39230	4023544	4030548	7005
yxxF	BSU_39240	4030710	4031645	936
yxiE	BSU_39250	4031797	4032243	447
bglH	BSU_39260	4032346	4033755	1410
bglP	BSU_39270	4033778	4035607	1830
yxxE	BSU_39280	4035990	4036298	309
rtbE	BSU_39290	4036344	4036787	444
rtbD	BSU_39300	4036784	4038493	1710
yxiC	BSU_39310	4038513	4038782	270
yxiB	BSU_39320	4038794	4039159	366
abnB	BSU_39330	4039466	4040875	1410
yxzL	BSU_39339	4041009	4041173	165
hutP	BSU_39340	4041492	4041938	447
hutH	BSU_39350	4042051	4043577	1527
hutU	BSU_39360	4043574	4045232	1659
hutI	BSU_39370	4045245	4046510	1266
hutG	BSU_39380	4046503	4047462	960
hutM	BSU_39390	4047538	4048965	1428
pdp	BSU_39400	4049009	4050310	1302
nupC	BSU_39410	4050340	4051521	1182
deoC	BSU_39420	4051602	4052273	672
deoR	BSU_39430	4052379	4053320	942
yxxB	BSU_39440	4053454	4054281	828
yxeR	BSU_39450	4054354	4055466	1113
yxeQ	BSU_39460	4055536	4056873	1338
sndB	BSU_39470	4056870	4058012	1143
yxeO	BSU_39480	4058029	4058778	750
yxeN	BSU_39490	4058791	4059465	675
yxeM	BSU_39500	4059488	4060282	795
snaB	BSU_39510	4060307	4060804	498
yxeK	BSU_39520	4060818	4062143	1326
yxeJ	BSU_39530	4062329	4062556	228
yxeI	BSU_39540	4062543	4063529	987
hadM	BSU_39550	4063684	4064496	813
yxeG	BSU_39560	4064536	4065093	558
yxeF	BSU_39570	4065074	4065508	435
cotNE	BSU_39580	4065597	4065962	366
yxeD	BSU_39590	4066210	4066563	354
yxeC	BSU_39600	4066607	4067005	399
frxB	BSU_39610	4067183	4068148	966
yxeA	BSU_39620	4068189	4068536	348
tpeM	BSU_39630	4068550	4070418	1869
tpeL	BSU_39640	4070393	4071166	774
tpeK	BSU_39650	4071310	4072287	978
tpeJ	BSU_39660	4072284	4072973	690
iolJ	BSU_39670	4073081	4073953	873
iolI	BSU_39680	4073974	4074810	837
iolH	BSU_39690	4074896	4075765	870
iolG	BSU_39700	4075785	4076819	1035
iolF	BSU_39710	4076842	4078158	1317
iolE	BSU_39720	4078173	4079066	894
iolD	BSU_39730	4079083	4080996	1914
iolC	BSU_39740	4081029	4082006	978
iolB	BSU_39750	4082030	4082845	816
iolA	BSU_39760	4082920	4084383	1464
iolR	BSU_39770	4084799	4085554	756
iolS	BSU_39780	4085608	4086540	933
yxcE	BSU_39790	4086802	4087452	651
yxcD	BSU_39800	4087456	4087764	309
csbC	BSU_39810	4088002	4089387	1386
htpG	BSU_39820	4089429	4091309	1881
yxcA	BSU_39830	4091477	4091728	252
yxbG	BSU_39840	4091845	4092666	822
yxbF	BSU_39850	4092695	4093837	1143
aldX	BSU_39860	4093980	4095317	1338
yxbD	BSU_39870	4095356	4095835	480
yxbC	BSU_39880	4095915	4096907	993
yxbB	BSU_39890	4097416	4098150	735
yxbA	BSU_39900	4098150	4098419	270
yxnB	BSU_39910	4098423	4098905	483
asnH	BSU_39920	4098926	4101169	2244
yxaM	BSU_39930	4101166	4102365	1200
yxaL	BSU_39940	4102429	4103661	1233
yxaJ	BSU_39950	4103762	4104187	426
yxaI	BSU_39960	4104444	4104899	456
yxaH	BSU_39970	4104929	4106137	1209
qdoI	BSU_39980	4106245	4107258	1014
qdoR	BSU_39990	4107352	4107927	576
yxnA	BSU_40000	4108058	4109128	1071
yxaD	BSU_40010	4109185	4109616	432
yxzK	BSU_40021	4109843	4110247	405
yxaC	BSU_40022	4110217	4110909	693
yxaB	BSU_40030	4110949	4111980	1032
glxK	BSU_40040	4112073	4113221	1149
gntR	BSU_40050	4113417	4114148	732
gntK	BSU_40060	4114141	4115682	1542
gntP	BSU_40070	4115711	4117057	1347
gntZ	BSU_40080	4117080	4118486	1407
ahpC	BSU_40090	4118950	4119513	564
ahpF	BSU_40100	4119527	4121056	1530
bglA	BSU_40110	4121166	4122605	1440
ptsJ	BSU_40120	4122619	4122849	231
yydK	BSU_40130	4123193	4123903	711
yyzN	BSU_40139	4123931	4124089	159
liaM	BSU_40140	4124220	4124942	723
liaL	BSU_40150	4124963	4125592	630
liaK	BSU_40160	4125742	4126500	759
liaE	BSU_40170	4126481	4127440	960
liaD	BSU_40180	4127498	4127647	150
fbp	BSU_40190	4128119	4130044	1926
yydD	BSU_40200	4130578	4132338	1761
yydC	BSU_40210	4132338	4132736	399
yydB	BSU_40220	4132729	4134174	1446
rlmH	BSU_40230	4134436	4134915	480
yyzF	BSU_40239	4134996	4135166	171
yycS	BSU_40240	4135351	4135764	414
yycR	BSU_40250	4135798	4137024	1227
yyzG	BSU_40259	4137087	4137257	171
yycQ	BSU_40260	4137362	4137610	249
yycP	BSU_40270	4137626	4138789	1164
yycO	BSU_40280	4138800	4139537	738
yycN	BSU_40290	4139679	4140149	471
rapG	BSU_40300	4140260	4141357	1098
phrG	BSU_40310	4141358	4141474	117
argI	BSU_40320	4141711	4142601	891
rocE	BSU_40330	4142675	4144078	1404
rocD	BSU_40340	4144301	4145506	1206
rocR	BSU_40350	4145747	4147132	1386
htrC	BSU_40360	4147567	4148769	1203
walJ	BSU_40370	4148851	4149645	795
walI	BSU_40380	4149667	4150509	843
walH	BSU_40390	4150496	4151863	1368
walK	BSU_40400	4151853	4153688	1836
walR	BSU_40410	4153696	4154403	708
purA	BSU_40420	4155433	4156725	1293
yycE	BSU_40430	4156931	4157350	420
dnaC	BSU_40440	4157471	4158835	1365
yycD	BSU_40450	4159005	4159205	201
yyzB	BSU_40460	4159253	4159456	204
yycC	BSU_40470	4159577	4159717	141
yycB	BSU_40480	4159790	4160998	1209
yycA	BSU_40490	4161103	4163160	2058
rplI	BSU_40500	4163197	4163646	450
gdpP	BSU_40510	4163643	4165622	1980
yybS	BSU_40520	4165659	4166588	930
yyzH	BSU_40529	4166815	4166964	150
cotF	BSU_40530	4167110	4167592	483
hypR	BSU_40540	4167622	4167999	378
ppaC	BSU_40550	4168204	4169133	930
yybP	BSU_40560	4169166	4169612	447
yybO	BSU_40570	4170045	4171352	1308
yybN	BSU_40580	4173114	4173551	438
yybM	BSU_40590	4173665	4174420	756
yybL	BSU_40600	4174410	4175120	711
yybK	BSU_40610	4175117	4175872	756
yybJ	BSU_40620	4175869	4176525	657
ictI	BSU_40630	4176900	4177688	789
yybH	BSU_40640	4177756	4178145	390
yybG	BSU_40650	4178291	4179130	840
yybF	BSU_40660	4179163	4180377	1215
yybE	BSU_40670	4180564	4181442	879
yybD	BSU_40680	4181456	4181899	444
yybC	BSU_40690	4181982	4182461	480
yybB	BSU_40700	4182636	4183298	663
yybA	BSU_40710	4183445	4183897	453
yyaT	BSU_40720	4184017	4184463	447
yyaS	BSU_40730	4184460	4185065	606
yyaR	BSU_40740	4185160	4185681	522
yyaQ	BSU_40750	4186092	4186448	357
yyaP	BSU_40760	4186608	4187174	567
tetB	BSU_40770	4187681	4189057	1377
tetL	BSU_40780	4189091	4189153	63
yyaO	BSU_40790	4189406	4189645	240
yyaN	BSU_40800	4189796	4190212	417
yyaM	BSU_40810	4190209	4191126	918
yyaL	BSU_40820	4191198	4193267	2070
yyaK	BSU_40830	4193264	4194163	900
yyaJ	BSU_40840	4194389	4195744	1356
maa	BSU_40850	4195778	4196332	555
yyaH	BSU_40860	4196350	4196730	381
ccpB	BSU_40870	4196786	4197721	936
exoA	BSU_40880	4197780	4198538	759
rpsR	BSU_40890	4198603	4198842	240
ssbA	BSU_40900	4198886	4199404	519
rpsF	BSU_40910	4199445	4199732	288
engD	BSU_40920	4199843	4200943	1101
yyaE	BSU_40930	4201070	4203073	2004
yyzM	BSU_40939	4203124	4203330	207
yyaD	BSU_40940	4203424	4204440	1017
sprC	BSU_40950	4204900	4205517	618
parB	BSU_40960	4205556	4206404	849
parA	BSU_40970	4206397	4207158	762
yyaB	BSU_40980	4207406	4207846	441
nocA	BSU_40990	4207897	4208748	852
rsmG	BSU_41000	4208870	4209589	720
trmF	BSU_41010	4209603	4211489	1887
mnmE	BSU_41020	4211510	4212889	1380
jag	BSU_41030	4213200	4213826	627
oxaAA	BSU_41040	4213823	4214608	786
rnpA	BSU_41050	4214753	4215103	351
rpmH	BSU_41060	4215255	4215389	135
